Ciclo,Hum Suelo (),Temp Suelo (C)
2068,48,15.000
2069,48,15.000
2070,48,15.000
2071,47,15.000
2072,48,15.000
2073,48,15.000
2074,48,15.000
2075,48,15.000
2076,48,15.000
2077,48,15.000
2078,48,15.000
2079,48,15.000
2080,48,15.000
2081,48,15.000
2082,48,15.000
2083,48,15.000
2084,48,15.000
2085,48,14.938
2086,48,15.000
2087,48,14.938
2088,48,14.938
2089,48,14.938
2090,48,14.938
2091,48,14.938
2092,48,14.938
2093,48,14.938
2094,48,14.938
2095,48,14.938
2096,48,14.938
2097,48,14.938
2098,48,14.938
2099,48,14.938
2100,48,14.938
2101,48,14.938
2102,48,14.938
2103,48,14.938
2104,48,14.938
2105,48,14.938
2106,48,14.875
2107,48,14.938
2108,48,14.875
2109,48,14.875
2110,48,14.938
2111,48,14.875
2112,48,14.875
2113,48,14.875
2114,49,14.875
2115,48,14.875
2116,48,14.875
2117,48,14.875
2118,48,14.812
2119,48,14.875
2120,48,14.875
2121,48,14.812
2122,48,14.812
2123,48,14.812
2124,48,14.812
2125,48,14.875
2126,48,14.812
2127,48,14.812
2128,48,14.812
2129,48,14.812
2130,48,14.812
2131,48,14.812
2132,48,14.812
2133,48,14.812
2134,49,14.812
2135,49,14.812
2136,48,14.812
2137,48,14.812
2138,49,14.812
2139,49,14.812
2140,48,14.750
2141,48,14.750
2142,49,14.812
2143,48,14.750
2144,48,14.750
2145,48,14.750
2146,48,14.750
2147,49,14.750
2148,48,14.812
2149,49,14.750
2150,49,14.750
2151,48,14.750
2152,49,14.750
2153,48,14.750
2154,48,14.750
2155,48,14.750
2156,48,14.750
2157,48,14.750
2158,48,14.750
2159,48,14.750
2160,48,14.750
2161,48,14.750
2162,48,14.750
2163,48,14.750
2164,48,14.750
2165,48,14.750
2166,49,14.688
2167,48,14.750
2168,48,14.688
2169,49,14.688
2170,48,14.688
2171,48,14.688
2172,49,14.688
2173,49,14.688
2174,48,14.688
2175,48,14.688
2176,48,14.688
2177,49,14.688
2178,49,14.688
2179,49,14.688
2180,48,14.688
2181,48,14.688
2182,48,14.688
2183,48,14.688
2184,49,14.688
2185,48,14.688
2186,48,14.688
2187,48,14.688
2188,48,14.688
2189,48,14.688
2190,48,14.625
2191,48,14.625
2192,49,14.625
2193,48,14.625
2194,49,14.625
2195,48,14.625
2196,48,14.625
2197,48,14.625
2198,49,14.625
2199,48,14.625
2200,49,14.625
2201,48,14.625
2202,49,14.625
2203,48,14.625
2204,48,14.625
2205,48,14.625
2206,49,14.625
2207,49,14.625
2208,49,14.625
2209,49,14.625
2210,48,14.562
2211,48,14.562
2212,49,14.625
2213,48,14.562
2214,48,14.562
2215,48,14.562
2216,49,14.562
2217,48,14.562
2218,48,14.562
2219,48,14.562
2220,49,14.562
2221,48,14.562
2222,49,14.562
2223,49,14.562
2224,49,14.562
2225,49,14.562
2226,48,14.500
2227,49,14.562
2228,48,14.562
2229,49,14.500
2230,49,14.562
2231,49,14.562
2232,48,14.500
2233,48,14.500
2234,48,14.500
2235,48,14.500
2236,48,14.500
2237,48,14.500
2238,49,14.500
2239,48,14.500
2240,49,14.500
2241,49,14.500
2242,48,14.500
2243,48,14.500
2244,48,14.500
2245,49,14.500
2246,49,14.500
2247,48,14.500
2248,48,14.500
2249,49,14.500
2250,48,14.500
2251,49,14.438
2252,49,14.438
2253,48,14.500
2254,49,14.500
2255,49,14.438
2256,49,14.500
2257,49,14.438
2258,49,14.500
2259,48,14.438
2260,48,14.438
2261,48,14.438
2262,49,14.438
2263,49,14.438
2264,48,14.438
2265,48,14.438
2266,48,14.438
2267,49,14.438
2268,49,14.438
2269,49,14.438
2270,49,14.438
2271,49,14.438
2272,49,14.438
2273,49,14.375
2274,49,14.438
2275,48,14.438
2276,49,14.438
2277,49,14.375
2278,48,14.438
2279,49,14.375
2280,49,14.438
2281,48,14.375
2282,49,14.438
2283,49,14.375
2284,49,14.375
2285,49,14.375
2286,49,14.375
2287,49,14.375
2288,48,14.375
2289,48,14.375
2290,49,14.375
2291,49,14.375
2292,48,14.375
2293,48,14.312
2294,49,14.375
2295,49,14.375
2296,49,14.312
2297,48,14.312
2298,48,14.375
2299,49,14.312
2300,49,14.312
2301,48,14.312
2302,49,14.312
2303,49,14.312
2304,49,14.312
2305,49,14.312
2306,49,14.312
2307,49,14.312
2308,49,14.312
2309,49,14.312
2310,49,14.312
2311,49,14.312
2312,49,14.312
2313,48,14.312
2314,49,14.312
2315,49,14.312
2316,49,14.312
2317,49,14.312
2318,48,14.312
2319,49,14.312
2320,49,14.250
2321,49,14.250
2322,49,14.250
2323,49,14.250
2324,49,14.250
2325,49,14.250
2326,49,14.250
2327,49,14.250
2328,49,14.250
2329,49,14.250
2330,49,14.250
2331,49,14.250
2332,49,14.250
2333,49,14.250
2334,49,14.250
2335,49,14.250
2336,49,14.188
2337,49,14.188
2338,49,14.188
2339,49,14.188
2340,49,14.188
2341,49,14.188
2342,49,14.188
2343,49,14.188
2344,49,14.188
2345,49,14.188
2346,49,14.188
2347,49,14.188
2348,49,14.188
2349,49,14.188
2350,49,14.188
2351,49,14.188
2352,49,14.188
2353,49,14.188
2354,49,14.188
2355,49,14.125
2356,49,14.125
2357,49,14.125
2358,49,14.188
2359,49,14.125
2360,49,14.125
2361,49,14.125
2362,49,14.125
2363,49,14.125
2364,49,14.125
2365,49,14.125
2366,49,14.125
2367,49,14.125
2368,49,14.125
2369,49,14.125
2370,49,14.125
2371,49,14.125
2372,49,14.062
2373,49,14.125
2374,49,14.125
2375,49,14.125
2376,49,14.062
2377,49,14.062
2378,49,14.125
2379,49,14.062
2380,49,14.062
2381,49,14.062
2382,49,14.062
2383,49,14.062
2384,49,14.062
2385,49,14.062
2386,49,14.062
2387,49,14.062
2388,49,14.062
2389,49,14.062
2390,49,14.062
2391,49,14.062
2392,49,14.062
2393,49,14.062
2394,49,14.062
2395,49,14.062
2396,49,14.062
2397,49,14.062
2398,49,14.062
2399,49,14.000
2400,49,14.062
2401,49,14.062
2402,49,14.000
2403,49,14.000
2404,49,14.000
2405,49,14.000
2406,49,14.000
2407,49,14.000
2408,49,14.000
2409,49,14.000
2410,49,14.000
2411,49,14.000
2412,49,14.000
2413,49,14.000
2414,49,14.000
2415,49,14.000
2416,49,13.938
2417,49,13.938
2418,49,13.938
2419,49,13.938
2420,49,13.938
2421,49,13.938
2422,49,13.938
2423,49,13.938
2424,49,13.938
2425,49,13.938
2426,49,13.938
2427,49,13.938
2428,49,13.938
2429,49,13.938
2430,49,13.938
2431,49,13.938
2432,49,13.875
2433,49,13.875
2434,49,13.875
2435,49,13.875
2436,49,13.875
2437,49,13.875
2438,49,13.875
2439,49,13.875
2440,49,13.875
2441,49,13.875
2442,49,13.875
2443,49,13.875
2444,49,13.875
2445,49,13.875
2446,49,13.875
2447,49,13.875
2448,50,13.875
2449,49,13.812
2450,49,13.812
2451,49,13.812
2452,50,13.812
2453,49,13.812
2454,49,13.812
2455,49,13.812
2456,49,13.812
2457,49,13.812
2458,49,13.812
2459,49,13.812
2460,49,13.812
2461,49,13.812
2462,49,13.812
2463,50,13.812
2464,49,13.812
2465,50,13.812
2466,49,13.750
2467,49,13.812
2468,50,13.750
2469,49,13.812
2470,49,13.750
2471,50,13.750
2472,49,13.750
2473,49,13.750
2474,49,13.750
2475,50,13.750
2476,49,13.750
2477,49,13.750
2478,49,13.750
2479,50,13.750
2480,49,13.750
2481,49,13.750
2482,49,13.750
2483,49,13.750
2484,49,13.750
2485,49,13.750
2486,50,13.750
2487,49,13.750
2488,49,13.688
2489,49,13.688
2490,49,13.688
2491,49,13.688
2492,49,13.688
2493,49,13.688
2494,50,13.688
2495,49,13.688
2496,49,13.688
2497,50,13.688
2498,49,13.688
2499,49,13.688
2500,49,13.688
2501,49,13.688
2502,49,13.688
2503,50,13.688
2504,49,13.625
2505,50,13.625
2506,49,13.688
2507,49,13.625
2508,49,13.625
2509,49,13.688
2510,49,13.625
2511,50,13.625
2512,49,13.625
2513,49,13.625
2514,49,13.625
2515,49,13.625
2516,50,13.625
2517,49,13.625
2518,49,13.625
2519,49,13.625
2520,49,13.625
2521,49,13.625
2522,49,13.625
2523,49,13.562
2524,49,13.562
2525,49,13.625
2526,49,13.562
2527,50,13.562
2528,50,13.562
2529,49,13.562
2530,50,13.562
2531,49,13.562
2532,49,13.562
2533,49,13.562
2534,50,13.562
2535,49,13.500
2536,49,13.562
2537,49,13.562
2538,49,13.562
2539,49,13.562
2540,49,13.562
2541,49,13.500
2542,50,13.562
2543,49,13.562
2544,50,13.500
2545,50,13.500
2546,49,13.500
2547,50,13.500
2548,50,13.500
2549,50,13.500
2550,49,13.500
2551,50,13.500
2552,50,13.500
2553,50,13.500
2554,50,13.500
2555,49,13.500
2556,49,13.500
2557,49,13.500
2558,49,13.500
2559,50,13.500
2560,50,13.500
2561,49,13.500
2562,49,13.500
2563,50,13.500
2564,49,13.500
2565,50,13.500
2566,49,13.438
2567,49,13.438
2568,50,13.438
2569,49,13.438
2570,49,13.438
2571,49,13.438
2572,49,13.438
2573,49,13.438
2574,49,13.438
2575,50,13.438
2576,49,13.438
2577,49,13.438
2578,50,13.438
2579,49,13.438
2580,49,13.438
2581,50,13.438
2582,49,13.438
2583,50,13.438
2584,50,13.375
2585,49,13.438
2586,50,13.375
2587,49,13.438
2588,49,13.375
2589,50,13.375
2590,49,13.375
2591,49,13.375
2592,49,13.375
2593,50,13.375
2594,50,13.375
2595,49,13.375
2596,49,13.375
2597,50,13.375
2598,50,13.375
2599,49,13.375
2600,49,13.375
2601,50,13.312
2602,50,13.312
2603,49,13.375
2604,49,13.312
2605,50,13.375
2606,50,13.312
2607,50,13.312
2608,49,13.312
2609,49,13.312
2610,50,13.312
2611,50,13.312
2612,49,13.312
2613,50,13.312
2614,50,13.312
2615,49,13.312
2616,49,13.312
2617,49,13.312
2618,50,13.250
2619,50,13.312
2620,49,13.250
2621,49,13.312
2622,50,13.312
2623,49,13.250
2624,50,13.250
2625,50,13.250
2626,49,13.250
2627,49,13.250
2628,50,13.250
2629,49,13.250
2630,50,13.250
2631,49,13.250
2632,50,13.250
2633,49,13.250
2634,50,13.250
2635,50,13.250
2636,50,13.188
2637,50,13.250
2638,50,13.250
2639,50,13.188
2640,49,13.188
2641,50,13.250
2642,50,13.250
2643,50,13.188
2644,49,13.188
2645,50,13.188
2646,50,13.188
2647,50,13.188
2648,50,13.188
2649,50,13.188
2650,49,13.188
2651,50,13.188
2652,50,13.188
2653,50,13.188
2654,50,13.188
2655,49,13.188
2656,50,13.188
2657,50,13.188
2658,49,13.188
2659,50,13.125
2660,50,13.188
2661,50,13.188
2662,49,13.125
2663,50,13.125
2664,50,13.125
2665,50,13.125
2666,50,13.125
2667,50,13.125
2668,50,13.125
2669,49,13.125
2670,50,13.125
2671,50,13.125
2672,50,13.125
2673,49,13.125
2674,49,13.125
2675,50,13.125
2676,50,13.125
2677,50,13.125
2678,50,13.125
2679,50,13.125
2680,49,13.125
2681,49,13.062
2682,50,13.125
2683,50,13.125
2684,49,13.062
2685,50,13.062
2686,50,13.062
2687,50,13.062
2688,50,13.062
2689,50,13.062
2690,50,13.062
2691,50,13.062
2692,49,13.062
2693,50,13.062
2694,50,13.062
2695,50,13.062
2696,50,13.062
2697,49,13.062
2698,49,13.062
2699,50,13.062
2700,50,13.062
2701,49,13.062
2702,50,13.062
2703,50,13.062
2704,49,13.062
2705,50,13.062
2706,50,13.062
2707,50,13.062
2708,50,13.062
2709,50,13.000
2710,50,13.062
2711,49,13.000
2712,50,13.000
2713,50,13.000
2714,50,13.000
2715,50,13.000
2716,49,13.000
2717,50,13.000
2718,50,13.000
2719,50,13.000
2720,50,13.000
2721,50,13.000
2722,50,13.000
2723,50,13.000
2724,50,13.000
2725,50,12.938
2726,50,13.000
2727,50,12.938
2728,49,13.000
2729,49,13.000
2730,49,13.000
2731,49,12.938
2732,50,12.938
2733,50,13.000
2734,50,12.938
2735,50,12.938
2736,50,12.938
2737,50,12.938
2738,50,12.938
2739,50,12.938
2740,50,12.938
2741,50,12.938
2742,50,12.938
2743,50,12.938
2744,50,12.938
2745,49,12.938
2746,50,12.938
2747,50,12.875
2748,50,12.938
2749,50,12.938
2750,49,12.938
2751,49,12.938
2752,50,12.938
2753,50,12.938
2754,49,12.938
2755,49,12.875
2756,50,12.938
2757,49,12.875
2758,50,12.875
2759,49,12.875
2760,50,12.938
2761,49,12.938
2762,50,12.875
2763,50,12.875
2764,50,12.875
2765,50,12.875
2766,50,12.875
2767,49,12.875
2768,50,12.875
2769,50,12.875
2770,50,12.875
2771,49,12.875
2772,50,12.875
2773,50,12.875
2774,49,12.875
2775,50,12.875
2776,50,12.875
2777,50,12.875
2778,50,12.875
2779,50,12.875
2780,50,12.875
2781,50,12.875
2782,50,12.875
2783,50,12.875
2784,50,12.875
2785,50,12.812
2786,50,12.812
2787,50,12.812
2788,50,12.875
2789,50,12.875
2790,49,12.875
2791,50,12.812
2792,50,12.812
2793,50,12.812
2794,50,12.812
2795,50,12.812
2796,50,12.812
2797,49,12.812
2798,50,12.812
2799,50,12.812
2800,50,12.812
2801,50,12.812
2802,50,12.812
2803,50,12.812
2804,49,12.812
2805,50,12.812
2806,50,12.812
2807,50,12.812
2808,50,12.812
2809,50,12.812
2810,50,12.812
2811,50,12.812
2812,50,12.812
2813,50,12.750
2814,50,12.750
2815,50,12.812
2816,50,12.750
2817,50,12.812
2818,49,12.812
2819,50,12.750
2820,50,12.812
2821,50,12.750
2822,49,12.750
2823,50,12.750
2824,50,12.750
2825,50,12.750
2826,50,12.750
2827,50,12.750
2828,50,12.750
2829,50,12.750
2830,50,12.750
2831,50,12.750
2832,50,12.750
2833,50,12.750
2834,50,12.750
2835,50,12.750
2836,50,12.750
2837,50,12.750
2838,50,12.750
2839,49,12.750
2840,50,12.750
2841,49,12.688
2842,50,12.688
2843,50,12.750
2844,50,12.688
2845,50,12.688
2846,50,12.688
2847,50,12.688
2848,49,12.688
2849,49,12.750
2850,50,12.688
2851,50,12.688
2852,50,12.688
2853,50,12.688
2854,50,12.688
2855,50,12.688
2856,50,12.688
2857,49,12.688
2858,50,12.688
2859,50,12.688
2860,50,12.688
2861,50,12.688
2862,50,12.688
2863,49,12.688
2864,50,12.688
2865,50,12.688
2866,49,12.688
2867,50,12.625
2868,50,12.688
2869,50,12.688
2870,50,12.688
2871,50,12.688
2872,50,12.688
2873,50,12.625
2874,50,12.688
2875,50,12.625
2876,50,12.625
2877,50,12.625
2878,50,12.625
2879,50,12.625
2880,50,12.625
2881,50,12.625
2882,50,12.625
2883,50,12.625
2884,50,12.625
2885,50,12.625
2886,50,12.625
2887,50,12.625
2888,50,12.625
2889,50,12.625
2890,50,12.625
2891,50,12.625
2892,50,12.625
2893,50,12.625
2894,50,12.625
2895,50,12.625
2896,50,12.625
2897,50,12.625
2898,51,12.562
2899,50,12.562
2900,50,12.562
2901,50,12.562
2902,50,12.625
2903,50,12.562
2904,50,12.625
2905,50,12.562
2906,50,12.562
2907,50,12.562
2908,50,12.562
2909,50,12.562
2910,50,12.562
2911,50,12.562
2912,50,12.562
2913,50,12.562
2914,50,12.562
2915,50,12.562
2916,50,12.562
2917,50,12.562
2918,50,12.562
2919,50,12.500
2920,50,12.562
2921,50,12.562
2922,50,12.562
2923,50,12.562
2924,50,12.562
2925,50,12.562
2926,50,12.562
2927,50,12.562
2928,50,12.500
2929,50,12.562
2930,49,12.500
2931,50,12.500
2932,50,12.562
2933,50,12.500
2934,50,12.500
2935,50,12.500
2936,50,12.500
2937,50,12.500
2938,50,12.500
2939,50,12.500
2940,50,12.500
2941,50,12.500
2942,50,12.500
2943,50,12.500
2944,50,12.500
2945,50,12.500
2946,50,12.500
2947,50,12.500
2948,50,12.500
2949,50,12.500
2950,50,12.500
2951,50,12.438
2952,50,12.438
2953,50,12.438
2954,50,12.438
2955,50,12.438
2956,50,12.438
2957,51,12.438
2958,50,12.438
2959,50,12.438
2960,50,12.438
2961,50,12.438
2962,50,12.438
2963,50,12.438
2964,50,12.438
2965,51,12.438
2966,50,12.438
2967,50,12.438
2968,50,12.438
2969,50,12.438
2970,50,12.438
2971,50,12.438
2972,50,12.438
2973,50,12.438
2974,50,12.438
2975,50,12.438
2976,50,12.375
2977,50,12.438
2978,50,12.375
2979,50,12.375
2980,51,12.375
2981,50,12.375
2982,51,12.375
2983,50,12.438
2984,50,12.375
2985,50,12.375
2986,50,12.375
2987,50,12.375
2988,50,12.375
2989,50,12.375
2990,50,12.375
2991,50,12.375
2992,50,12.375
2993,50,12.375
2994,50,12.375
2995,50,12.375
2996,50,12.375
2997,50,12.375
2998,51,12.375
2999,50,12.312
3000,50,12.312
3001,51,12.312
3002,50,12.312
3003,50,12.375
3004,50,12.312
3005,51,12.312
3006,50,12.375
3007,50,12.375
3008,50,12.312
3009,50,12.312
3010,50,12.312
3011,50,12.312
3012,50,12.312
3013,51,12.312
3014,50,12.312
3015,50,12.312
3016,50,12.312
3017,50,12.312
3018,50,12.312
3019,50,12.312
3020,50,12.312
3021,50,12.312
3022,50,12.250
3023,50,12.312
3024,51,12.250
3025,50,12.250
3026,51,12.250
3027,50,12.312
3028,51,12.250
3029,50,12.250
3030,51,12.250
3031,51,12.250
3032,50,12.250
3033,50,12.250
3034,50,12.250
3035,50,12.250
3036,50,12.250
3037,50,12.250
3038,50,12.250
3039,51,12.250
3040,50,12.250
3041,51,12.250
3042,50,12.250
3043,50,12.250
3044,50,12.250
3045,50,12.250
3046,50,12.250
3047,50,12.188
3048,51,12.250
3049,50,12.250
3050,51,12.188
3051,51,12.250
3052,50,12.250
3053,50,12.188
3054,50,12.188
3055,50,12.188
3056,51,12.188
3057,50,12.188
3058,50,12.188
3059,50,12.188
3060,51,12.188
3061,50,12.188
3062,50,12.188
3063,50,12.188
3064,51,12.188
3065,50,12.188
3066,51,12.188
